0,3.90719,8.94926,8.50736,Proton
0,4.80616,8.83843,8.13462,Proton
0,4.29871,8.75807,7.72631,Proton
0,4.20765,8.20824,8.01893,Proton
0,4.22637,7.8862,8.34604,Proton
0,2.53056,8.17516,8.59676,Proton
0,2.94919,7.62958,8.68511,Proton
0,3.46833,7.68667,8.54669,Proton
0,2.74849,7.96516,8.05802,Proton
0,4.46826,8.8022,6.80749,Proton
0,4.82849,8.91635,5.98898,Proton
0,4.82431,7.86956,7.18107,Proton
0,4.85802,7.54385,6.40616,Proton
0,4.07778,7.56119,5.90505,Proton
0,4.49001,7.66979,5.96184,Proton
0,4.53518,8.03164,5.03479,Proton
0,2.57296,8.49256,5.04147,Proton
0,3.6387,7.72144,6.06662,Proton
0,2.33973,8.92533,6.94027,Proton
0,2.35912,8.94315,6.10993,Proton
0,2.13671,8.80566,5.32592,Proton
0,1.08906,8.52329,7.04572,Proton
0,2.42407,6.94688,7.71034,Proton
0,1.01006,6.34053,8.01302,Proton
0,1.64258,5.60791,8.96806,Proton
0,1.76969,5.5797,8.98505,Proton
0,2.36198,6.08775,8.713,Proton
0,1.47478,5.71624,7.54879,Proton
0,1.71995,5.22105,8.48148,Proton
0,1.41097,5.11707,8.40604,Proton
0,2.21979,5.22482,7.99733,Proton
0,1.19308,6.02132,8.59805,Proton
0,1.01819,5.95873,8.39388,Proton
0,2.98797,6.83443,8.84123,Proton
0,4.53052,7.16456,8.77128,Proton
0,4.14387,6.80788,8.94702,Proton
0,4.11837,7.41717,8.62743,Proton
0,3.77971,6.36954,8.67084,Proton
0,2.78023,7.11414,8.09152,Proton
0,2.64106,5.32189,8.95672,Proton
0,3.76078,5.44072,8.08654,Proton
0,3.25538,5.03104,7.56047,Proton
0,3.32353,6.89957,6.42631,Proton
0,2.66909,6.81693,6.7546,Proton
0,4.55135,7.40494,7.03513,Proton
0,4.24128,6.89443,6.10247,Proton
0,4.62314,7.26951,5.72044,Proton
0,4.79855,6.71697,5.68771,Proton
0,3.41666,6.7999,5.33213,Proton
0,2.83012,6.08816,6.87867,Proton
0,2.74433,5.34916,6.29323,Proton
0,2.90165,5.05995,6.33428,Proton
0,3.8688,5.56528,6.77592,Proton
0,4.7599,5.77175,5.66671,Proton
0,3.09285,6.1148,5.14116,Proton
0,3.39885,5.08915,5.28082,Proton
0,2.09126,6.8877,6.74725,Proton
0,2.02529,7.49774,5.26425,Proton
0,1.62676,6.78291,5.88975,Proton
0,1.542,6.27474,5.97925,Proton
0,1.52898,6.56083,5.25034,Proton
0,1.11246,6.30618,5.08923,Proton
0,1.59674,5.45973,7.48059,Proton
0,1.68602,5.56679,5.08683,Proton
0,1.22399,5.24092,5.30748,Proton
0,5.5105,7.91021,8.7536,Proton
0,6.66757,8.58609,8.7534,Proton
0,6.48206,8.643,7.6692,Proton
0,5.94746,8.58654,8.51078,Proton
0,5.11482,8.1109,8.3578,Proton
0,5.16298,7.6134,8.25529,Proton
0,6.18193,7.58524,7.52818,Proton
0,5.27442,8.11114,7.97945,Proton
0,8.01178,8.80824,8.82839,Proton
0,8.98892,7.8047,8.87991,Proton
0,8.97203,7.6175,7.7734,Proton
0,7.57547,7.87634,8.29867,Proton
0,8.31893,7.63489,7.33075,Proton
0,8.47508,7.94991,6.58601,Proton
0,8.41007,7.76492,6.38175,Proton
0,8.56931,8.40234,5.76486,Proton
0,7.84277,8.73782,5.34386,Proton
0,7.90089,8.2212,5.22883,Proton
0,5.36706,8.16337,6.28929,Proton
0,5.91844,7.55135,6.69958,Proton
0,5.39017,7.65668,6.33283,Proton
0,6.01405,8.53164,6.11181,Proton
0,5.1661,7.89651,5.95457,Proton
0,5.21041,7.69754,6.16906,Proton
0,5.12341,7.52143,5.98285,Proton
0,6.39175,7.34054,8.98352,Proton
0,7.14459,7.31139,8.63393,Proton
0,7.49983,7.36415,8.61282,Proton
0,6.94915,7.46428,7.54703,Proton
0,5.83469,7.37215,8.74685,Proton
0,6.005,6.63591,8.35874,Proton
0,5.74923,6.42303,8.37163,Proton
